Time(sec),Data
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
0.033333333,0.5
